     ;pais                            ;anos ;quantidade ;valor    ;origem ;tipo
1847 ;Hong Kong                       ;2022 ;      9371 ;   38218 ;Brasil ;Vinhos de Mesa
1848 ;Hungria                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1849 ;Ilha de Man                     ;2022 ;       165 ;     641 ;Brasil ;Vinhos de Mesa
1850 ;Ilhas Virgens                   ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1851 ;India                           ;2022 ;       247 ;    1021 ;Brasil ;Vinhos de Mesa
1852 ;Indonésia                       ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1853 ;Irã                             ;2022 ;        47 ;      90 ;Brasil ;Vinhos de Mesa
1854 ;Iraque                          ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1855 ;Irlanda                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1856 ;Itália                          ;2022 ;      1129 ;    6151 ;Brasil ;Vinhos de Mesa
1857 ;Jamaica                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1858 ;Japão                           ;2022 ;     37324 ;   82208 ;Brasil ;Vinhos de Mesa
1859 ;Jordânia                        ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1860 ;Letônia                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1861 ;Líbano                          ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1862 ;Libéria                         ;2022 ;      9145 ;   34815 ;Brasil ;Vinhos de Mesa
1863 ;Luxemburgo                      ;2022 ;        36 ;     802 ;Brasil ;Vinhos de Mesa
1864 ;Macau                           ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1865 ;Malásia                         ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1866 ;Malavi                          ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1867 ;Malta                           ;2022 ;      3127 ;   15587 ;Brasil ;Vinhos de Mesa
1868 ;Marshall, Ilhas                 ;2022 ;      7240 ;   27178 ;Brasil ;Vinhos de Mesa
1869 ;Martinica                       ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1870 ;Mauritânia                      ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1871 ;México                          ;2022 ;         6 ;      33 ;Brasil ;Vinhos de Mesa
1872 ;Moçambique                      ;2022 ;       383 ;    1927 ;Brasil ;Vinhos de Mesa
